0,100
4.311377246,100
15.4491018,100
22.2754491,100
32.33532934,100
39.52095808,100
40,100
40,98.52688511
40,95.79770849
45,95.79770849
45,94.25800352
45,92.0488395
45,90.17923406
56.94610778,90.17923406
61.43712575,90.17923406
61.43712575,86.92140337
66.46706587,86.92140337
66.46706587,83.68187225
70.77844311,83.68187225
70.77844311,78.91483586
73.65269461,78.91483586
73.65269461,71.94575196
75.80838323,71.94575196
77.96407186,71.94575196
77.96407186,67.17769893
82.2754491,67.17769893
82.2754491,62.5845084
82.2754491,60.20251517
82.2754491,56.46330429
82.2754491,53.23292295
91.43712575,53.23292295
91.43712575,50.83923833
96.82634731,50.83923833
96.82634731,47.09036935
96.82634731,44.53707187
104.5508982,44.53707187
106.3473054,44.53707187
111.3772455,44.53707187
111.3772455,43.50212987
120.8982036,43.50212987
140,43.50212987
